image_id,x,y,w,h,confidence,file_path,ID
76,464,251,31,79,0.9997401833534241,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0076_pedestrian_0.png,-1
76,423,239,20,56,0.9975693821907043,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0076_pedestrian_1.png,-1
76,749,327,100,272,0.9958404898643494,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0076_pedestrian_2.png,-1
77,461,252,31,79,0.9998561143875122,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0077_pedestrian_0.png,-1
77,756,331,90,268,0.9970222115516663,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0077_pedestrian_1.png,-1
77,422,240,19,54,0.9972583055496216,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0077_pedestrian_2.png,-1
78,461,253,32,81,0.9996864795684814,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0078_pedestrian_0.png,-1
78,762,334,94,274,0.9975796341896057,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0078_pedestrian_1.png,-1
78,421,240,20,58,0.9968409538269043,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0078_pedestrian_2.png,-1
79,457,254,32,82,0.99958735704422,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0079_pedestrian_0.png,-1
79,771,326,85,283,0.9987646341323853,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0079_pedestrian_1.png,-1
80,454,254,34,86,0.9994537234306335,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0080_pedestrian_0.png,-1
80,782,330,90,267,0.9990875720977783,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0080_pedestrian_1.png,-1
81,452,252,33,83,0.9993416666984558,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0081_pedestrian_0.png,-1
81,787,339,94,292,0.998513400554657,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0081_pedestrian_1.png,-1
82,795,343,96,287,0.9990264177322388,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0082_pedestrian_0.png,-1
82,451,252,33,81,0.9984902143478394,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0082_pedestrian_1.png,-1
83,450,252,32,80,0.9990763664245605,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0083_pedestrian_0.png,-1
83,803,342,111,317,0.9956911206245422,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0083_pedestrian_1.png,-1
84,448,250,31,79,0.9981108903884888,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0084_pedestrian_0.png,-1
85,448,250,31,78,0.9979332685470581,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0085_pedestrian_0.png,-1
86,446,250,31,80,0.999002993106842,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0086_pedestrian_0.png,-1
86,829,350,128,337,0.9972379207611084,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0086_pedestrian_1.png,-1
87,445,250,31,81,0.9981558918952942,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0087_pedestrian_0.png,-1
87,836,350,114,331,0.9988343119621277,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0087_pedestrian_1.png,-1
89,433,247,26,72,0.9979560375213623,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0089_pedestrian_0.png,-1
90,433,248,28,75,0.997840166091919,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0090_pedestrian_0.png,-1
91,437,249,27,75,0.9984021782875061,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0091_pedestrian_0.png,-1
93,433,241,26,69,0.99643874168396,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0093_pedestrian_0.png,-1
94,437,242,31,78,0.9982213377952576,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0094_pedestrian_0.png,-1
95,435,241,30,76,0.9972372055053711,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0095_pedestrian_0.png,-1
96,435,239,31,77,0.9952269792556763,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0096_pedestrian_0.png,-1
98,435,239,33,79,0.9970952272415161,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0098_pedestrian_0.png,-1
99,434,238,32,81,0.9982611536979675,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0099_pedestrian_0.png,-1
100,433,238,34,83,0.9984660148620605,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0100_pedestrian_0.png,-1
101,432,239,33,80,0.9978604912757874,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0101_pedestrian_0.png,-1
103,429,237,32,84,0.9987590312957764,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0103_pedestrian_0.png,-1
104,430,237,33,86,0.996711254119873,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0104_pedestrian_0.png,-1
105,429,238,32,84,0.9963929057121277,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0105_pedestrian_0.png,-1
106,427,238,32,87,0.9978206157684326,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0106_pedestrian_0.png,-1
107,428,237,32,83,0.9955951571464539,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0107_pedestrian_0.png,-1
114,426,235,30,83,0.9988467693328857,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0114_pedestrian_0.png,-1
115,426,237,31,80,0.998794436454773,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0115_pedestrian_0.png,-1
117,430,238,30,79,0.9972599744796753,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0117_pedestrian_0.png,-1
118,431,239,31,76,0.9986022114753723,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0118_pedestrian_0.png,-1
121,463,225,24,69,0.995071291923523,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0121_pedestrian_0.png,-1
124,408,218,17,45,0.9957135915756226,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0124_pedestrian_0.png,-1
125,479,222,25,69,0.9966520667076111,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0125_pedestrian_0.png,-1
126,485,220,26,70,0.998286783695221,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0126_pedestrian_0.png,-1
126,18,249,35,117,0.9961034059524536,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0126_pedestrian_1.png,-1
127,491,219,24,69,0.9982166886329651,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0127_pedestrian_0.png,-1
127,412,214,15,38,0.9952043294906616,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0127_pedestrian_1.png,-1
127,23,248,41,121,0.9975581169128418,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0127_pedestrian_2.png,-1
128,493,220,25,71,0.9990504384040833,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0128_pedestrian_0.png,-1
128,466,223,25,69,0.9966771602630615,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0128_pedestrian_1.png,-1
129,497,218,23,68,0.999029278755188,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0129_pedestrian_0.png,-1
129,470,227,24,68,0.9971906542778015,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0129_pedestrian_1.png,-1
129,24,247,40,111,0.9965294003486633,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0129_pedestrian_2.png,-1
130,502,218,26,70,0.9972689747810364,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0130_pedestrian_0.png,-1
131,32,244,43,106,0.9978512525558472,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0131_pedestrian_0.png,-1
131,481,220,23,69,0.9954089522361755,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0131_pedestrian_1.png,-1
131,504,220,25,73,0.996483564376831,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0131_pedestrian_2.png,-1
132,35,240,40,105,0.9984439015388489,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0132_pedestrian_0.png,-1
132,484,220,24,66,0.995668888092041,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0132_pedestrian_1.png,-1
133,41,242,41,101,0.9986960291862488,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0133_pedestrian_0.png,-1
133,478,211,19,53,0.9963887929916382,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0133_pedestrian_1.png,-1
134,478,211,20,55,0.9977916479110718,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0134_pedestrian_0.png,-1
134,251,207,15,40,0.9983691573143005,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0134_pedestrian_1.png,-1
134,47,242,46,114,0.9977169036865234,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0134_pedestrian_2.png,-1
134,133,221,27,67,0.9962359070777893,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0134_pedestrian_3.png,-1
134,492,221,28,77,0.9958490133285522,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0134_pedestrian_4.png,-1
135,475,209,18,53,0.9990590214729309,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0135_pedestrian_0.png,-1
135,493,219,29,81,0.9986904263496399,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0135_pedestrian_1.png,-1
135,48,242,44,104,0.9985698461532593,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0135_pedestrian_2.png,-1
135,525,211,26,75,0.9980613589286804,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0135_pedestrian_3.png,-1
136,495,218,30,81,0.9990829229354858,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0136_pedestrian_0.png,-1
136,527,210,27,79,0.9989336133003235,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0136_pedestrian_1.png,-1
136,476,208,18,53,0.9984785914421082,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0136_pedestrian_2.png,-1
